"sex","age","statebrn","placebrn","marstat","edyrs","occ","usyrl","usdurl","usdocl","usstatel","usplacel","usmarl","usoccl","uswagel","usbyl","ustrips","reltrip","paistrip","sport","social","chicanos","blacks","asians","anglos","latinos","lodging","english","enghome","engwork","engfrnd","engneig","finhelp","bankacct","card","taxes","consular","rent","food","remit","remit1","remit2","remit3","remit4","remit5","savings","savings1","savings2","savings3","savings4","savings5","schools","unemp","foodst","welfare","afdc","wic","ssi","general","doctor","hospital","hlthpmt1","hlthpmt2","hlthpmt3","hlthpmt4","class"
1,35,11,0,2,7,549,1989,12,1,105,4480,NA,549,10.4,1,7,2,2,1,1,1,1,NA,1,1,6,4,NA,NA,NA,NA,6,1,NA,NA,NA,200,400,0,8888,8888,8888,8888,8888,700,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,22,11,37,2,11,549,1989,7,1,105,4480,NA,549,5.67,1,4,1,2,2,2,1,2,NA,2,2,6,2,NA,NA,NA,NA,4,2,NA,NA,NA,200,180,0,8888,8888,8888,8888,8888,400,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,1,NA,NA,NA,1
1,33,11,0,2,12,549,1988,12,1,105,NA,NA,549,6.75,1,6,1,2,1,2,1,2,NA,1,1,6,3,NA,NA,NA,NA,3,1,NA,NA,NA,175,400,200,7,11,8888,8888,8888,300,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,23,14,39,3,10,549,1988,1,1,105,7777,NA,549,6.75,1,3,1,2,2,2,1,1,NA,1,1,4,3,NA,NA,NA,NA,4,2,NA,NA,NA,200,400,100,8,11,8888,8888,8888,700,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,4,NA,NA,NA,1
1,27,14,81,6,6,549,1987,21,1,105,6780,NA,549,6.18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,400,0,8888,8888,8888,8888,8888,350,8888,8888,8888,8888,8888,2,1,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,46,11,0,2,2,549,1989,18,1,105,4480,NA,549,6,1,3,2,2,2,2,1,2,NA,2,2,2,2,NA,NA,NA,NA,5,1,NA,NA,NA,415,800,0,8888,8888,8888,8888,8888,100,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,43,11,0,2,3,549,1981,94,8,105,4480,NA,549,NA,NA,2,2,2,2,2,2,2,NA,2,1,4,3,NA,NA,NA,NA,4,1,NA,NA,NA,217,400,100,16,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,41,11,0,2,6,522,1974,175,8,105,4480,NA,522,10,1,1,2,2,2,2,1,1,NA,1,1,2,3,NA,NA,NA,NA,4,1,NA,NA,NA,660,160,0,8888,8888,8888,8888,8888,500,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,59,11,0,3,1,10,1973,192,1,105,4480,NA,10,8888,8888,14,1,2,2,2,1,1,NA,2,1,4,1,NA,NA,NA,NA,6,1,NA,NA,NA,600,400,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,54,11,0,2,1,524,1971,222,1,105,4480,NA,549,2.12,1,10,2,2,2,2,1,1,NA,1,1,6,2,NA,NA,NA,NA,2,1,NA,NA,NA,350,500,50,11,8888,8888,8888,8888,400,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,26,11,0,2,9,417,2019,6,3,124,7777,1,417,13.54,1,5,1,1,2,2,0,0,0,2,2,3,0,1,1,1,1,4,1,2,1,1,0,200,1600,15,1,8888,8888,8888,1200,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,27,11,0,2,9,417,2019,6,3,124,7777,1,417,13.54,1,9,1,1,2,2,2,0,0,2,2,3,1,1,1,2,1,4,1,1,1,1,0,200,2000,1,15,8888,8888,8888,300,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,27,11,0,3,9,410,2019,6,3,124,7777,1,410,13.54,1,5,1,1,2,2,1,0,0,2,2,3,1,1,1,1,1,4,1,2,1,1,0,200,800,1,8888,8888,8888,8888,300,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,31,11,20,2,9,410,2019,6,3,124,7777,1,410,13.54,1,3,1,1,2,2,0,0,0,2,2,3,2,1,1,1,1,4,2,2,1,1,0,200,800,15,8888,8888,8888,8888,200,1,15,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,40,11,0,2,11,524,2006,162,8,124,7777,2,529,16.5,1,3,2,2,2,1,0,0,0,2,3,4,2,1,1,1,1,4,1,1,1,1,1000,500,100,1,8888,8888,8888,8888,400,8888,8888,8888,8888,8888,8,2,2,1,2,1,2,2,1,1,3,8888,8888,8888,1
1,26,11,0,1,7,410,2019,6,3,124,7777,2,410,13.54,1,1,1,1,1,2,0,0,0,2,2,3,1,1,1,1,1,4,1,2,1,1,0,300,1000,1,8888,8888,8888,8888,400,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,30,11,0,2,6,529,2006,162,1,124,7777,2,529,14,1,1,2,2,2,2,0,0,0,2,3,6,1,1,1,1,1,6,1,2,1,1,800,1200,200,1,8888,8888,8888,8888,500,8888,8888,8888,8888,8888,8,1,1,1,2,1,2,2,2,1,3,8888,8888,8888,1
1,25,11,0,2,8,410,2019,5,3,124,7777,1,410,13.5,1,6,1,1,1,2,0,0,0,2,2,3,1,1,1,1,2,4,1,2,1,1,0,200,1500,1,8888,8888,8888,8888,700,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,36,11,0,2,2,524,2003,198,8,124,7777,1,529,7,1,2,NA,NA,1,1,3,2,2,2,2,6,2,3,2,2,2,4,1,1,1,1,600,100,240,1,2,8888,8888,8888,1500,8888,8888,8888,8888,8888,8,1,2,1,2,1,2,2,1,1,3,8888,8888,8888,1
2,39,11,20,2,9,622,2019,6,3,124,7777,1,622,13.54,1,8,1,1,2,2,0,0,0,2,2,3,1,1,1,1,1,4,2,2,1,1,0,200,1000,7,1,10,2,8888,100,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,33,11,0,2,6,410,2019,6,3,124,7777,1,410,13.54,1,11,1,1,2,2,2,0,0,2,1,3,1,1,1,1,1,2,2,2,1,1,0,200,1500,9,1,8888,8888,8888,0,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,70,11,37,2,4,812,2019,6,5,124,7777,1,812,9,1,4,1,2,2,2,0,0,0,0,2,4,1,1,1,1,1,4,2,2,2,1,0,40,0,8888,8888,8888,8888,8888,1000,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,50,11,0,2,4,417,2002,210,1,124,7777,1,417,14,1,3,1,2,NA,NA,2,0,0,1,2,3,1,1,1,1,1,4,1,1,1,1,500,700,400,5,1,8888,8888,8888,800,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
2,45,11,0,1,5,417,2003,198,1,124,7777,2,417,1200,4,1,2,2,2,2,0,0,0,2,3,6,1,1,1,1,1,4,2,2,1,1,1000,500,0,8888,8888,8888,8888,8888,100,8888,8888,8888,8888,8888,8,2,2,1,1,2,2,2,1,1,3,8888,8888,8888,1
1,44,11,17,2,6,417,2019,6,3,124,7777,1,417,13.54,1,10,1,1,2,1,0,0,0,2,2,3,1,1,1,1,1,4,1,1,1,1,0,200,1500,11,1,8888,8888,8888,300,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,43,11,0,2,7,539,2019,6,3,124,7777,1,550,13.54,1,17,1,1,NA,NA,0,0,0,2,2,3,3,1,3,1,2,2,1,2,1,1,0,200,1500,1,9,8888,8888,8888,1000,8888,8888,8888,8888,8888,8,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,37,11,0,2,6,524,2002,210,8,124,7777,2,529,14,1,1,2,2,2,2,1,0,0,2,3,6,2,1,2,2,2,4,2,2,1,1,1000,500,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,8,2,2,1,2,1,2,2,1,1,3,8888,8888,8888,1
1,34,11,0,2,6,410,2019,6,3,124,7777,1,410,13.54,1,2,NA,NA,2,2,0,0,0,1,0,3,2,1,1,1,1,4,2,2,2,1,0,200,1500,2,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,8,2,1,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,25,11,0,2,9,549,1983,2,8,105,5945,NA,419,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,34,11,0,2,9,410,1984,6,8,144,7240,NA,410,NA,NA,2,2,2,2,2,1,1,NA,1,1,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,0,8888,8888,8888,8888,8888,0,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,38,11,0,2,6,410,1984,8,8,144,3360,NA,820,4,1,2,1,2,2,2,1,1,NA,1,1,1,2,NA,NA,NA,NA,6,2,NA,NA,NA,150,200,500,2,8888,8888,8888,8888,NA,8,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,54,11,0,2,0,713,1975,10,8,105,NA,NA,410,NA,1,1,1,2,2,2,2,2,NA,1,2,4,0,NA,NA,NA,NA,4,2,NA,NA,NA,20,100,200,11,16,8888,8888,8888,40,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,58,11,0,2,6,529,1978,132,8,105,4480,NA,524,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,66,11,0,4,0,713,1958,2,8,106,2080,NA,410,3.5,1,8,2,2,2,2,2,2,NA,1,2,4,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,8,30,11,8888,8888,8888,8888,50,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,52,11,0,2,6,410,1973,192,8,144,NA,NA,410,NA,NA,1,2,2,2,2,1,1,NA,1,1,1,3,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,100,2,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2
1,31,11,0,2,6,819,1982,1,1,105,4480,NA,819,200,3,2,1,2,2,2,2,2,NA,2,2,6,0,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,0,8888,8888,8888,8888,8888,600,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,65,11,0,2,0,529,1983,12,8,105,4480,NA,410,NA,NA,1,2,2,2,2,1,1,NA,1,1,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20,2,8888,8888,8888,8888,0,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2
1,62,11,13,2,0,549,1940,4,8,199,NA,NA,410,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,35,11,0,2,12,819,1974,180,8,105,5945,NA,549,6,1,1,1,1,1,1,1,1,NA,1,1,1,3,NA,NA,NA,NA,6,1,NA,NA,NA,0,900,0,8888,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,39,11,0,2,4,713,1988,5,8,105,NA,NA,410,3,1,1,1,1,2,2,1,2,NA,2,2,2,0,NA,NA,NA,NA,6,2,NA,NA,NA,80,120,130,11,8888,8888,8888,8888,150,2,12,8,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,35,11,0,2,2,713,1986,24,8,144,3360,NA,410,3,1,1,2,1,2,2,1,2,NA,2,1,4,3,NA,NA,NA,NA,6,2,NA,NA,NA,0,100,200,11,8888,8888,8888,8888,200,2,12,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,1,6,NA,NA,NA,2
1,55,11,0,2,3,549,1954,19,8,144,1920,NA,547,NA,NA,1,2,1,2,2,1,2,NA,1,2,3,0,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,0,8888,8888,8888,8888,8888,NA,16,16,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,53,11,0,2,12,713,1954,6,8,144,7240,NA,410,NA,NA,1,2,1,2,2,1,2,NA,1,1,2,0,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,46,11,0,2,3,410,1986,6,8,144,7240,NA,410,NA,NA,2,2,2,2,2,2,2,NA,2,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,50,100,150,NA,NA,NA,NA,NA,50,2,8,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2
1,45,11,0,2,7,142,1982,24,8,144,7240,NA,410,NA,NA,1,2,1,2,2,1,2,NA,2,1,4,0,NA,NA,NA,NA,NA,2,NA,NA,NA,50,70,200,11,8888,8888,8888,8888,150,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,1,6,NA,NA,NA,2
1,80,11,0,2,1,411,1973,17,8,144,NA,NA,410,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,24,11,0,2,5,419,1988,6,8,144,1920,NA,419,2.7,1,2,1,2,2,2,1,2,NA,1,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,100,263.04,2,8888,8888,8888,8888,350,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2
1,42,11,0,2,6,411,1984,12,8,144,7240,NA,549,3.35,1,1,1,1,2,2,1,2,NA,2,1,4,0,NA,NA,NA,NA,6,2,NA,NA,NA,60,100,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,39,11,0,2,3,529,1981,12,8,144,3360,NA,810,2.25,1,1,2,1,2,2,2,2,NA,1,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,NA,10,50,2,8888,8888,8888,8888,NA,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,36,11,0,2,5,410,1973,7,8,105,5945,NA,410,1.2,1,1,1,1,2,2,2,2,NA,1,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,20,0,8888,8888,8888,8888,8888,40,3,2,7,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,24,9,401,2,9,810,1989,42,8,105,5945,NA,810,7.37,1,2,2,1,2,2,1,1,NA,1,1,4,3,NA,NA,NA,NA,2,2,NA,NA,NA,357,200,0,8888,8888,8888,8888,8888,800,8888,8888,8888,8888,8888,2,2,1,2,NA,NA,NA,NA,1,1,7,NA,NA,NA,1
1,42,11,0,5,6,524,1979,162,1,105,5945,NA,524,9,1,2,1,2,2,2,1,2,NA,1,1,1,3,NA,NA,NA,NA,2,1,NA,NA,NA,210,200,75,11,8888,8888,8888,8888,100,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,2,1,4,NA,NA,NA,1
1,26,11,0,6,8,529,1976,192,6,105,4480,NA,529,18,1,2,2,2,1,2,1,1,NA,1,1,4,4,NA,NA,NA,NA,6,1,NA,NA,NA,470,480,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,32,11,0,3,6,529,1979,162,8,105,4480,NA,529,10,1,1,1,2,2,2,2,2,NA,1,1,1,4,NA,NA,NA,NA,6,2,NA,NA,NA,450,500,0,8888,8888,8888,8888,8888,350,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,7,NA,NA,NA,1
1,57,14,39,2,8,522,1978,174,8,105,5945,NA,522,10,1,2,2,2,2,2,2,2,NA,2,2,1,3,NA,NA,NA,NA,6,2,NA,NA,NA,150,120,1000,11,16,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,32,11,0,2,6,711,1989,42,1,105,5945,NA,711,4.82,1,2,2,2,2,2,2,2,NA,2,1,4,4,NA,NA,NA,NA,4,1,NA,NA,NA,300,140,40,11,8888,8888,8888,8888,300,8888,8888,8888,8888,8888,2,1,2,2,NA,NA,NA,NA,1,1,7,NA,NA,NA,1
1,45,11,0,2,6,549,1991,13,8,105,5945,NA,549,3,1,1,1,2,2,2,2,2,NA,2,1,4,3,NA,NA,NA,NA,6,1,NA,NA,NA,210,200,300,11,8888,8888,8888,8888,150,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,1
1,36,11,0,1,17,820,1988,56,1,105,5945,NA,549,11.25,1,2,1,1,2,2,1,1,NA,1,2,4,4,NA,NA,NA,NA,5,1,NA,NA,NA,400,200,0,8888,8888,8888,8888,8888,300,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,1
1,48,11,0,2,11,549,1973,231,8,105,5945,NA,549,17,1,2,2,2,1,2,2,2,NA,2,2,4,4,NA,NA,NA,NA,5,1,NA,NA,NA,1033,600,0,8888,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
2,31,9,401,5,9,810,1985,90,8,105,5945,NA,621,4.5,1,2,1,1,1,2,1,1,NA,1,1,4,4,NA,NA,NA,NA,2,1,NA,NA,NA,450,200,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,2,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,1
1,42,14,0,2,2,549,1988,2,1,144,NA,NA,549,2.75,1,5,2,1,2,2,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,3,2,NA,NA,NA,0,160,300,11,8888,8888,8888,8888,NA,15,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,2
1,45,14,0,2,0,529,1973,6,8,144,NA,NA,410,4.14,1,1,1,2,2,2,2,2,NA,1,1,2,0,NA,NA,NA,NA,2,2,NA,NA,NA,0,0,80,11,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2
1,71,14,0,2,0,410,1959,12,8,144,NA,NA,410,1.25,1,3,2,1,2,2,2,2,NA,2,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,20,1000,11,8888,8888,8888,8888,0,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,44,14,0,2,0,410,1988,4,1,105,NA,NA,410,3,1,10,2,1,2,2,2,2,NA,2,2,2,0,NA,NA,NA,NA,2,2,NA,NA,NA,60,160,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,51,14,0,2,6,559,1960,24,8,106,1720,NA,410,0.5,1,2,1,2,2,2,1,2,NA,2,2,3,0,NA,NA,NA,NA,4,2,NA,NA,NA,0,28,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,39,14,0,2,5,810,1988,10,1,105,4480,NA,810,4.25,1,4,1,2,2,2,2,2,NA,2,2,4,0,NA,NA,NA,NA,6,2,NA,NA,NA,275,25,200,11,8888,8888,8888,8888,150,16,16,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,1,NA,NA,NA,2
1,66,14,0,2,2,529,1982,3,8,105,4480,NA,810,3.3,1,7,2,1,2,2,1,1,NA,1,1,2,3,NA,NA,NA,NA,2,2,NA,NA,NA,100,80,200,11,8888,8888,8888,8888,100,2,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,31,14,0,2,6,411,1984,12,8,199,NA,NA,419,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,36,14,0,2,6,417,1988,5,1,148,7777,NA,417,NA,NA,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,225,12,11,8888,8888,8888,NA,14,11,8888,8888,8888,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2
1,38,2,2,2,6,549,1988,6,8,105,7320,NA,711,3.6,1,1,2,2,2,2,2,2,NA,1,1,2,0,NA,NA,NA,NA,6,2,NA,NA,NA,30,220,150,11,8888,8888,8888,8888,0,8,5,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,2,1,NA,NA,NA,2
1,27,14,0,2,2,419,1982,7,8,105,NA,NA,419,NA,NA,1,2,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,14,8888,8888,8888,8888,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2
1,47,14,74,2,4,411,1974,24,8,105,6920,NA,410,3,1,2,1,1,2,1,1,2,NA,1,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,0,8888,8888,8888,8888,8888,0,6,8888,8888,8888,8888,2,1,2,2,NA,NA,NA,NA,1,1,4,NA,NA,NA,2
1,22,14,0,2,4,711,1987,18,8,105,7360,NA,629,NA,NA,2,1,1,2,2,2,2,NA,2,2,4,0,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,42,11,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,26,14,0,2,6,629,1984,48,8,105,7400,NA,810,4,1,1,2,1,1,2,2,2,NA,2,2,2,1,NA,NA,NA,NA,2,2,NA,NA,NA,135,40,500,11,16,8888,8888,8888,0,14,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,2
1,34,14,0,2,6,410,1979,18,8,105,NA,NA,417,5,1,6,1,1,2,2,1,2,NA,1,1,4,3,NA,NA,NA,NA,6,2,NA,NA,NA,0,200,300,11,16,8888,8888,8888,150,2,14,11,8888,8888,2,1,2,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,2
1,66,14,0,4,0,719,1986,24,8,114,1600,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,52,14,0,2,0,419,1988,4,1,114,7777,NA,711,5.5,1,8,1,1,2,2,2,2,NA,1,2,4,1,NA,NA,NA,NA,4,2,NA,NA,NA,0,120,1000,12,8888,8888,8888,8888,700,14,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,39,14,0,2,2,524,1979,12,8,105,NA,NA,810,3.9,1,1,1,1,1,2,2,2,NA,2,2,4,0,NA,NA,NA,NA,6,2,NA,NA,NA,15,0,200,11,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,36,14,0,2,6,549,1988,1,1,105,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,8888,8888,8888,8888,8888,2,NA,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
2,52,14,0,4,0,142,1982,36,8,144,7777,NA,410,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1,36,14,0,2,6,50,1973,36,1,105,NA,NA,711,2,1,7,2,1,2,2,2,2,NA,2,2,4,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,0,NA,11,2,8888,8888,8888,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,1,2,4,NA,NA,NA,2
1,70,14,0,4,0,10,1966,3,8,144,4880,NA,410,5,1,1,2,2,2,2,2,2,NA,2,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,0,40,25,11,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,2,2,8888,NA,NA,NA,2
1,38,14,0,2,6,520,1982,6,8,105,5945,NA,810,3.65,1,8,2,1,2,2,2,2,NA,2,2,2,2,NA,NA,NA,NA,6,2,NA,NA,NA,100,40,100,11,8888,8888,8888,8888,200,16,16,8888,8888,8888,2,2,2,2,NA,NA,NA,NA,1,1,5,NA,NA,NA,2
1,60,14,0,2,0,410,1960,2,2,144,7777,NA,410,NA,NA,7,2,1,2,2,2,2,NA,2,2,3,0,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,60,2,8888,8888,8888,8888,NA,2,11,8888,8888,8888,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2
