"sex","age","statebrn","placebrn","marstat","edyrs","occ","usyrl","usdurl","usdocl","usstatel","usplacel","usmarl","usoccl","uswagel","usbyl","ustrips","reltrip","paistrip","sport","social","chicanos","blacks","asians","anglos","latinos","lodging","english","enghome","engwork","engfrnd","engneig","finhelp","bankacct","card","taxes","consular","rent","food","remit","remit1","remit2","remit3","remit4","remit5","savings","savings1","savings2","savings3","savings4","savings5","schools","unemp","foodst","welfare","afdc","wic","ssi","general","doctor","hospital","hlthpmt1","hlthpmt2","hlthpmt3","hlthpmt4","class"
1,25,2,0,1,9,711,1992,78,1,105,7320,NA,711,5,1,1,2,2,2,2,0,0,0,1,1,6,3,1,3,1,1,2,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,700,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,35,25,6,2,12,527,1978,228,8,105,4480,NA,527,NA,NA,1,1,2,2,2,1,1,1,2,1,4,4,1,2,1,2,6,2,2,1,NA,550,60,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,1,1,2,1,2,2,1,1,1,8888,8888,8888,2
1,53,32,20,2,9,526,1980,222,1,105,7320,NA,526,3.22,1,2,2,2,2,2,1,1,0,1,1,6,0,1,NA,1,1,4,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,1,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,1
1,40,9,401,2,17,519,1989,114,5,105,7320,NA,519,NA,NA,1,2,2,2,2,1,1,1,1,1,6,4,1,3,3,1,6,2,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,74,14,6,2,0,10,1952,2,2,105,4480,NA,410,NA,NA,1,2,1,2,2,0,0,0,0,0,3,0,1,1,1,1,6,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,NA,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,28,21,114,2,3,721,1993,12,8,105,4480,NA,520,NA,NA,1,2,2,2,2,1,0,0,0,0,6,1,1,1,1,1,6,2,2,2,NA,360,100,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,66,11,20,2,0,710,1950,60,8,105,7320,NA,550,0.5,1,2,2,2,2,2,1,0,0,1,0,3,0,1,1,1,1,6,2,2,2,NA,0,0,12,1,8888,8888,8888,8888,NA,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,39,18,17,6,6,524,1987,12,5,105,5945,NA,524,7.25,1,2,1,2,2,2,3,0,0,0,0,4,0,1,1,1,1,4,2,2,2,NA,160,300,200,1,8888,8888,8888,8888,100,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,55,14,18,2,6,710,1975,48,8,105,7320,NA,812,1.25,1,1,1,2,2,2,1,1,1,3,1,4,1,1,1,1,1,4,2,2,2,NA,20,40,160,1,2,8888,8888,8888,150,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,52,2,0,6,12,713,1993,7,8,105,7320,NA,812,7,1,2,2,1,2,2,1,0,0,0,0,2,4,1,3,1,1,6,1,2,1,NA,160,25,150,1,8888,8888,8888,8888,200,1,8888,8888,8888,8888,2,1,2,2,8888,8888,8888,8888,1,2,1,8888,8888,8888,2
1,79,25,14,2,6,52,1942,6,8,105,7320,NA,812,NA,NA,1,2,1,2,2,1,1,1,1,1,2,0,1,1,1,1,6,2,2,2,NA,NA,0,0,8888,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,29,2,0,5,8,546,1991,90,1,105,7320,NA,546,15,1,2,2,2,2,2,0,1,1,1,1,6,1,1,1,1,1,6,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,81,10,5,4,2,61,1945,12,2,144,4880,NA,410,NA,NA,1,2,1,2,2,1,0,0,1,0,3,0,1,1,1,1,6,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,NA,9,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,74,14,25,2,4,812,1960,3,8,105,NA,NA,410,NA,NA,2,2,1,2,2,0,1,0,0,0,2,0,1,1,1,1,6,2,2,2,NA,NA,0,0,8888,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,48,25,9,2,12,616,1962,96,5,105,4480,NA,549,NA,NA,1,2,2,2,2,1,1,1,1,1,NA,1,2,2,1,2,6,2,2,2,NA,350,30,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,22,2,0,5,9,522,1978,240,8,105,4480,NA,522,18,1,1,2,2,2,2,3,3,3,3,3,6,4,3,3,3,3,4,1,1,1,NA,0,400,0,8888,8888,8888,8888,8888,200,1,8888,8888,8888,8888,2,1,1,1,2,1,2,2,1,2,1,8888,8888,8888,2
1,63,25,6,2,12,140,1963,144,8,105,4480,NA,622,2.14,1,1,2,1,2,2,3,1,1,1,3,2,4,2,3,1,1,3,2,2,2,NA,50,20,300,1,8888,8888,8888,8888,500,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,42,32,56,2,6,523,1979,3,8,105,2840,NA,410,5.35,1,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,NA,0,20,0,8888,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,45,14,73,2,0,526,1989,114,1,105,7320,NA,526,8,1,2,2,2,2,2,1,0,1,1,1,6,2,1,1,1,1,2,1,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,2,2,8888,8888,8888,1
2,84,30,118,4,10,20,1921,276,1,105,4480,NA,549,12,1,1,1,2,2,1,3,2,3,3,3,4,3,2,3,3,2,4,2,2,1,NA,70,NA,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,58,14,NA,2,6,120,1962,8,5,105,4480,NA,540,NA,NA,1,2,1,2,2,1,1,1,1,3,2,2,2,2,2,2,6,2,2,1,NA,0,60,100,1,8888,8888,8888,8888,0,NA,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,42,2,0,2,9,10,1974,294,1,105,7320,NA,526,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,1,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,80,16,108,5,6,52,1979,3,1,105,7320,NA,410,NA,NA,10,2,2,2,2,1,0,0,1,3,6,1,1,1,1,1,6,2,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,2
1,44,26,NA,2,4,552,1987,138,5,105,5945,NA,410,NA,NA,1,2,2,2,2,3,3,1,3,3,6,3,2,2,1,1,6,1,2,1,NA,0,400,0,8888,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,31,32,NA,2,9,812,1994,54,5,117,NA,NA,812,6,1,1,2,2,2,2,3,0,0,0,0,4,1,1,1,1,1,4,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,1,1,1,2,2,1,1,3,8888,8888,8888,1
2,51,25,2,6,1,820,1975,6,8,105,4480,NA,810,2.5,1,1,2,1,2,2,0,0,0,0,0,2,0,1,1,1,1,2,2,2,2,NA,70,100,150,NA,8888,8888,8888,8888,0,NA,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,21,10,NA,2,6,520,1998,6,1,105,7320,NA,520,22.5,1,2,NA,NA,NA,NA,3,1,1,3,1,NA,4,NA,3,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,8888,8888,8888,8888,NA,NA,8888,8888,8888,8888,2,2,1,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,29,2,0,2,9,622,1986,12,5,105,4480,NA,549,4.25,1,1,1,2,2,2,1,1,1,2,1,NA,4,1,1,1,1,NA,1,2,1,NA,450,200,0,8888,8888,8888,8888,8888,200,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,2,8888,8888,8888,2
1,61,16,NA,2,0,549,1988,6,5,105,NA,NA,410,NA,NA,4,1,2,2,2,0,0,0,1,0,3,0,1,1,1,1,4,2,2,2,NA,0,NA,NA,NA,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,2,2,2,2,2,2,8888,8888,8888,8888,2
1,31,2,0,2,9,524,1991,72,5,105,7320,NA,NA,5.5,1,1,1,2,2,2,2,1,1,1,0,4,2,2,3,1,2,6,2,2,2,NA,0,150,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
2,30,24,24,4,17,20,1990,1,5,105,7320,NA,20,8888,8888,2,1,2,2,2,0,0,0,0,3,4,3,1,8888,1,1,4,2,2,2,NA,0,100,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,2
1,41,9,401,2,12,215,1993,36,5,105,7320,NA,526,NA,NA,1,2,2,2,2,1,1,1,1,1,6,0,1,1,1,1,6,1,2,1,NA,650,800,0,8888,8888,8888,8888,8888,600,1,8888,8888,8888,8888,1,2,2,1,2,1,2,2,1,1,3,8888,8888,8888,2
1,67,32,34,2,2,52,1959,444,8,105,4480,NA,410,NA,NA,1,2,1,2,2,1,1,0,0,0,2,2,1,1,1,1,2,2,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,1,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,36,11,20,2,6,526,1994,54,8,105,4480,NA,526,9,1,2,1,2,2,2,3,3,3,3,3,4,3,2,3,2,1,4,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,1,2,1,2,2,1,1,1,8888,8888,8888,1
1,32,14,39,2,6,526,1995,20,5,105,7320,NA,526,6,1,1,1,2,2,2,3,3,3,3,3,6,0,1,NA,1,1,4,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,2
1,24,2,0,3,9,552,1993,24,8,105,7320,NA,812,6.25,1,1,1,2,2,2,3,2,2,2,2,4,0,1,1,1,1,4,2,2,2,NA,100,0,0,8888,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,1,1,2,1,2,2,1,1,3,8888,8888,8888,2
1,36,11,20,2,6,526,1981,192,8,105,4480,NA,526,2.1,1,1,1,2,2,2,2,1,0,1,2,4,2,3,3,2,2,4,1,2,1,NA,0,0,0,8888,8888,8888,8888,8888,800,1,8888,8888,8888,8888,1,1,2,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,2
1,52,1,1,2,3,524,1978,6,8,105,4480,NA,410,NA,NA,1,1,1,2,2,0,0,0,1,1,2,1,1,2,1,2,1,2,2,2,NA,0,0,NA,1,8888,8888,8888,8888,0,8,1,5,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
2,49,14,59,4,6,710,1980,12,5,105,7320,NA,410,3,1,2,2,2,2,2,1,0,0,0,0,2,1,1,1,1,1,6,2,2,2,NA,0,200,0,8888,8888,8888,8888,8888,500,1,2,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,1,1,1,8888,8888,8888,2
1,54,11,23,2,6,524,1968,366,5,105,7360,NA,524,NA,NA,1,2,2,2,2,1,1,0,0,1,6,1,1,1,1,1,6,NA,NA,NA,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,2,2,1,2,1,2,2,1,1,5,8888,8888,8888,1
1,32,9,401,2,8,524,1989,114,6,105,7320,NA,812,7,1,2,2,2,2,2,3,3,3,3,3,6,0,1,NA,1,1,6,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,1,2,1,2,2,1,1,1,8888,8888,8888,1
1,50,16,108,2,6,516,1970,342,5,105,7320,NA,526,NA,NA,1,2,2,2,2,1,1,1,1,1,1,4,1,2,1,1,6,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,48,14,39,2,0,552,1971,330,5,105,4480,NA,552,NA,NA,1,2,2,2,2,1,1,0,1,1,6,0,1,NA,1,1,6,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,1,2,1,2,2,2,1,3,8888,8888,8888,1
1,54,2,0,2,3,523,1968,12,8,105,4480,NA,410,NA,NA,1,1,1,2,2,2,1,0,1,1,4,0,1,1,1,1,4,2,2,2,NA,0,NA,NA,NA,8888,8888,8888,8888,NA,NA,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,33,2,0,3,6,526,1979,9,8,105,7360,NA,410,2.5,1,1,1,2,2,2,3,3,3,3,3,4,1,1,1,1,1,4,2,2,2,NA,50,50,0,8888,8888,8888,8888,8888,0,8,1,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,35,14,39,2,9,520,1997,18,1,105,7320,NA,520,6,1,2,2,1,2,2,1,0,0,0,0,2,0,1,1,1,1,2,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,65,25,12,2,6,61,1991,84,5,105,7320,NA,812,9,1,2,2,2,2,2,1,1,1,1,1,6,0,1,NA,1,1,6,2,2,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,1,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,54,14,119,2,12,61,1979,234,1,105,7320,NA,812,12.5,1,2,2,2,2,2,0,1,0,1,2,6,0,1,NA,1,1,6,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,1,2,2,8888,8888,8888,8888,2,1,1,8888,8888,8888,1
1,43,2,0,2,8,544,1986,150,1,105,7320,NA,544,8.5,1,2,1,1,1,2,2,0,0,2,1,4,3,2,3,1,2,4,1,1,1,NA,100,130,700,1,2,10,8888,8888,150,14,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,1
1,20,2,0,2,12,812,1993,66,1,105,6780,NA,549,4.25,1,2,1,2,2,2,1,1,1,1,1,4,4,1,3,1,1,4,1,1,1,NA,400,280,800,1,3,8888,8888,8888,200,1,3,11,8888,8888,2,1,2,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,1
1,40,2,0,2,9,812,1991,90,1,105,7320,NA,812,5.6,1,1,2,1,2,2,0,0,1,0,0,2,1,1,2,1,1,NA,2,2,1,NA,120,180,600,10,1,3,8888,8888,150,1,2,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,40,2,0,2,12,526,1976,270,5,105,7320,NA,812,3.5,1,1,2,1,2,2,0,3,3,3,3,2,2,3,3,3,2,2,1,2,1,NA,330,200,500,1,8888,8888,8888,8888,500,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,24,2,0,2,6,526,1997,18,1,105,7320,NA,526,7,1,1,2,1,2,2,3,3,3,3,3,2,3,1,3,1,1,4,1,1,1,NA,180,100,101.37,1,11,8888,8888,8888,162.19,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,50,2,0,2,6,549,1986,150,1,105,7320,NA,540,6.5,1,2,1,2,2,2,3,0,0,3,3,4,3,1,2,1,1,4,1,1,1,NA,100,280,500,1,2,8888,8888,8888,100,1,12,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,32,2,0,2,12,524,1985,162,1,105,7320,NA,831,NA,NA,1,1,2,2,2,3,3,3,3,3,4,4,2,3,3,3,4,1,1,1,NA,600,400,400,1,8888,8888,8888,8888,200,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,3,5,8888,8888,1
1,31,2,0,2,12,516,1991,90,1,105,4480,NA,516,24,1,2,1,2,2,2,1,0,0,1,1,4,4,1,3,1,1,4,1,1,1,NA,200,100,152.05,15,1,8888,8888,8888,202.74,8888,8888,8888,8888,8888,2,1,2,2,8888,8888,8888,8888,1,1,2,8888,8888,8888,1
1,42,32,56,2,5,215,1972,36,5,105,4480,NA,549,NA,NA,1,1,2,2,2,1,1,1,1,1,4,3,2,2,2,2,4,2,2,2,NA,60,80,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,34,2,0,2,12,711,1983,84,5,105,NA,NA,540,NA,NA,1,1,2,2,1,0,0,0,1,2,4,1,1,3,2,1,6,1,1,1,NA,550,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
2,63,25,11,6,6,20,1982,6,1,105,7320,NA,NA,NA,NA,2,1,2,2,2,2,0,0,0,0,2,1,2,2,2,2,4,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,35,8888,8888,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,2
1,51,16,75,2,1,215,1967,120,8,105,5775,NA,526,NA,NA,1,2,1,2,2,1,0,1,1,2,3,1,1,1,1,1,6,2,2,2,NA,600,600,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,2
1,69,16,85,2,6,616,1947,48,2,105,7230,NA,410,NA,NA,1,2,1,2,2,2,0,1,0,2,3,0,1,1,1,1,2,2,2,2,NA,35,50,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,2,2,2,2,2,2,8888,8888,8888,8888,2
1,52,14,3,2,6,711,1983,24,8,109,8840,NA,410,3.75,1,1,2,1,2,2,3,0,0,0,0,2,0,1,1,1,1,2,2,2,2,NA,200,100,90,1,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,52,16,102,2,3,710,1988,1,5,105,4480,NA,549,3.2,1,1,1,2,2,2,3,3,1,1,1,4,0,1,1,1,1,4,2,2,2,NA,0,80,0,8888,8888,8888,8888,8888,500,1,15,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,86,32,5,4,0,52,1944,24,2,114,1600,NA,712,0.5,1,1,2,1,2,2,3,0,0,0,0,3,0,1,1,1,1,2,2,2,2,NA,0,0,NA,NA,8888,8888,8888,8888,NA,NA,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,30,18,17,3,3,526,1984,2,8,105,2840,NA,410,2.8,1,1,2,1,2,2,3,0,0,0,0,2,0,1,1,1,1,1,2,2,2,NA,70,40,700,1,8888,8888,8888,8888,300,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,61,10,25,1,4,721,1955,3,2,144,7240,NA,410,NA,NA,1,2,2,2,2,1,0,0,0,0,3,0,1,1,1,1,4,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,400,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,75,14,39,2,5,61,1970,300,8,105,6920,NA,520,NA,NA,1,2,2,2,2,0,1,1,1,1,2,0,1,1,1,1,6,2,2,2,NA,NA,NA,100,1,8888,8888,8888,8888,NA,8888,8888,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,1,2,1,8888,8888,8888,2
1,56,10,26,2,6,523,1966,390,5,105,7320,NA,523,NA,NA,1,2,2,2,2,1,1,0,0,1,6,0,1,NA,1,1,6,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,78,16,102,2,2,61,1975,12,8,105,5945,NA,410,1.2,1,2,1,2,2,2,3,0,0,0,0,4,0,1,1,1,1,4,2,2,2,NA,48,0,80,1,8888,8888,8888,8888,80,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,29,2,0,2,13,139,1988,126,5,105,7320,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,1,6,4,1,4,2,1,4,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,600,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,1
1,31,2,0,2,12,527,1987,138,8,105,4480,NA,526,14,1,1,2,2,2,2,3,3,0,3,3,6,0,1,NA,1,1,6,1,1,1,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,1
1,37,14,39,2,17,629,1988,60,5,105,4480,NA,526,5,1,1,2,2,2,2,2,0,0,0,0,6,0,1,NA,1,1,6,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,1,2,1,2,2,1,1,5,8888,8888,8888,2
1,76,14,91,2,0,52,1986,132,1,105,7320,NA,410,7,1,2,2,2,2,2,3,0,3,0,0,3,0,1,1,1,1,6,2,2,1,NA,0,50,200,1,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,1,1,2,8888,8888,8888,8888,1,1,3,8888,8888,8888,2
2,59,5,35,4,3,710,1983,1,8,105,4480,NA,410,4.5,1,1,1,2,2,2,3,3,3,3,3,4,0,1,1,1,1,4,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,71,16,70,2,0,61,1956,84,2,105,7320,NA,410,0.75,1,1,2,1,2,2,1,0,0,0,0,3,0,1,1,1,1,3,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,1,15,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,2,1,8888,8888,8888,2
1,63,14,111,2,3,812,1953,546,2,105,4480,NA,812,NA,NA,1,2,1,2,2,1,1,3,3,3,2,1,1,1,1,1,2,1,1,1,NA,200,150,650,1,8888,8888,8888,8888,300,1,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,2,1,8888,8888,8888,1
1,52,16,45,2,6,812,1960,240,1,139,6160,NA,831,NA,NA,1,2,1,2,2,0,0,0,0,2,NA,3,1,1,1,1,2,2,2,2,NA,0,20,0,8888,8888,8888,8888,8888,0,NA,8888,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,1,1,7,8888,8888,8888,2
1,39,2,0,2,11,710,1990,60,5,105,7320,NA,720,NA,NA,1,1,1,2,2,1,0,1,1,1,4,1,1,1,1,1,4,1,2,1,NA,0,160,320,NA,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,43,28,32,2,6,526,1978,7,8,105,NA,NA,526,NA,NA,2,1,2,2,2,2,1,0,1,2,4,2,1,1,1,1,4,2,2,2,NA,20,400,200,NA,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,1,1,5,8888,8888,8888,2
1,42,32,56,2,5,710,1972,12,5,105,4480,NA,549,NA,NA,1,1,2,2,2,1,1,1,1,1,4,3,2,2,2,2,4,2,2,2,NA,55,75,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,72,9,401,2,3,729,1946,6,8,105,7230,NA,526,NA,NA,1,2,1,2,2,2,0,0,0,0,2,1,1,1,1,1,2,2,2,2,NA,10,NA,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,2,2,2,2,2,2,8888,8888,8888,8888,2
2,55,14,73,4,4,20,1969,20,5,105,7320,NA,NA,NA,NA,1,2,2,2,2,0,0,0,2,0,3,2,2,2,1,2,3,2,2,2,NA,0,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,2,1,8888,8888,8888,2
1,26,2,0,1,6,729,1990,12,8,105,7320,NA,711,12,1,1,2,1,2,2,2,2,2,0,3,2,3,2,3,2,2,6,2,2,2,NA,0,55,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,27,25,6,3,6,629,1992,24,8,105,NA,NA,812,NA,NA,1,1,1,1,2,1,0,2,1,2,4,4,3,3,3,3,4,2,2,2,NA,283,320,0,8888,8888,8888,8888,8888,100,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,1,1,7,8888,8888,8888,2
1,37,14,69,2,8,552,1984,12,8,105,4480,NA,542,NA,NA,1,1,2,2,2,2,0,1,1,2,4,1,1,1,1,1,4,2,2,2,NA,150,70,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,39,14,39,3,0,710,1981,12,8,105,4480,NA,710,NA,NA,1,1,2,2,2,2,0,1,0,2,4,0,1,1,1,1,4,2,2,2,NA,80,32,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
1,41,10,5,5,6,820,1978,132,5,105,6780,NA,NA,NA,NA,1,2,2,1,2,1,1,0,2,3,2,4,2,4,4,4,6,2,2,2,NA,300,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,2,2,1,1,1,2,2,2,2,1,7,8888,8888,8888,2
1,61,5,NA,2,5,710,1961,4,5,105,4480,NA,710,NA,NA,1,1,1,2,2,1,1,1,1,1,4,4,1,1,1,1,4,2,2,2,NA,200,0,0,8888,8888,8888,8888,8888,0,8888,8888,8888,8888,8888,1,2,2,2,8888,8888,8888,8888,2,2,8888,8888,8888,8888,2
